1;4.66667e-06;4.66667e-06
2;3.23333e-05;1.6e-05
3;3.03333e-05;2.7e-05
4;4.13333e-05;0.000126667
5;6.16667e-05;0.000154667
6;7.43333e-05;0.000446
7;9.4e-05;0.000498667
8;0.000134;0.000471
9;0.000172333;0.000675
10;0.000159667;0.00175767
11;0.000193667;0.00180333
12;0.000231333;0.00208767
13;0.000256333;0.002122
14;0.000283667;0.002066
15;0.000305333;0.00163233
16;0.000350667;0.00233667
17;0.000444;0.00331967
18;0.000535333;0.00692567
19;0.000569333;0.00812567
20;0.000597;0.00848633
21;0.000671;0.00731133
22;0.000713333;0.00661
23;0.000747333;0.008313
24;0.000836333;0.00753633
25;0.000898667;0.00772667
26;0.000975;0.00810267
27;0.00106667;0.007323
28;0.00116933;0.00840833
29;0.00115467;0.00874067
30;0.00115067;0.00801233
31;0.001293;0.00870167
32;0.00144733;0.00827867
33;0.001531;0.0126843
34;0.00156133;0.02803
35;0.001656;0.0257333
36;0.00170167;0.0329907
37;0.00164933;0.028423
38;0.001934;0.0318617
39;0.00195867;0.028116
40;0.00205933;0.022019
41;0.00216333;0.0278963
42;0.00224633;0.0236913
43;0.00215133;0.028677
44;0.002285;0.0259997
45;0.00266167;0.0300893
46;0.002837;0.0311077
47;0.002831;0.0287483
48;0.002936;0.0340483
49;0.00298267;0.0341647
50;0.003181;0.0308893
51;0.00324867;0.0315017
52;0.00334833;0.0319557
53;0.00325367;0.032451
54;0.003691;0.0359053
55;0.00379433;0.031903
56;0.00369633;0.0351703
57;0.00424967;0.03456
58;0.00435;0.0353103
59;0.00441567;0.0332553
60;0.00434967;0.030868
61;0.00479467;0.0363133
62;0.004939;0.037246
63;0.00509667;0.0342197
64;0.00506367;0.0369457
65;0.005212;0.0369283
66;0.00526467;0.0938267
67;0.005462;0.113656
68;0.00554267;0.112662
69;0.00571467;0.107255
70;0.00601167;0.0901733
71;0.006036;0.105069
72;0.00616333;0.098279
73;0.00643833;0.0898627
74;0.00640033;0.112256
75;0.00695033;0.103725
76;0.00662267;0.125262
77;0.006009;0.118624
78;0.007204;0.120371
79;0.00742467;0.117334
80;0.00720967;0.10651
81;0.007387;0.122824
82;0.00766633;0.084766
83;0.00759633;0.119807
84;0.00809233;0.100482
85;0.007226;0.111682
86;0.00842967;0.101752
87;0.007255;0.111824
88;0.00846333;0.111796
89;0.00882733;0.115352
90;0.009284;0.10989
91;0.00924133;0.109461
92;0.00929167;0.110178
93;0.0101997;0.108092
94;0.008092;0.117614
95;0.00880567;0.0887837
96;0.00872933;0.116309
97;0.00910567;0.113162
98;0.00897633;0.122478
99;0.00989733;0.125367
100;0.0115297;0.118493
101;0.0121417;0.126787
102;0.0118097;0.128766
103;0.011394;0.114756
104;0.0125563;0.143411
105;0.010945;0.14003
106;0.0129857;0.0983477
107;0.013094;0.129686
108;0.0131757;0.133497
109;0.0128553;0.128975
110;0.0129633;0.136489
111;0.013499;0.127625
112;0.0138513;0.118244
113;0.0142083;0.124278
114;0.014902;0.142635
115;0.014417;0.140545
116;0.0156083;0.128585
117;0.014117;0.134617
118;0.014274;0.126485
119;0.0156627;0.120263
120;0.0157083;0.135609
121;0.0161213;0.120033
122;0.0158623;0.128857
123;0.0168983;0.131113
124;0.016886;0.127496
125;0.0171167;0.13002
126;0.0162083;0.133159
127;0.015473;0.144005
128;0.01671;0.160766
129;0.0175617;0.233389
130;0.0195523;0.392674
131;0.0202873;0.409408
132;0.0196667;0.366727
133;0.0202747;0.438354
134;0.0201033;0.466701
135;0.020423;0.408489
136;0.0203307;0.502465
137;0.020851;0.455428
138;0.0209507;0.45855
139;0.0216427;0.484241
140;0.0224763;0.50187
141;0.0226497;0.422635
142;0.0225933;0.435407
143;0.0232453;0.363036
144;0.0237313;0.440971
145;0.0240903;0.314914
146;0.0244503;0.425748
147;0.0246537;0.443026
148;0.024036;0.383283
149;0.0253527;0.37888
150;0.024943;0.452498
151;0.0252453;0.540998
152;0.0230253;0.411034
153;0.02614;0.404118
154;0.026728;0.473516
155;0.0263203;0.475792
156;0.0277977;0.481583
157;0.0272307;0.493645
158;0.026442;0.459984
159;0.0273433;0.486759
160;0.027467;0.482076
161;0.027566;0.504389
162;0.0304;0.429822
163;0.0294587;0.469031
164;0.0293183;0.431742
165;0.029596;0.503313
166;0.029041;0.510081
167;0.0311617;0.441139
168;0.030789;0.521722
169;0.0323167;0.496347
170;0.0335073;0.424055
171;0.033444;0.479102
172;0.033867;0.489401
173;0.033929;0.436128
174;0.0322003;0.438512
175;0.0321557;0.518066
176;0.032697;0.454197
177;0.0329507;0.459844
178;0.033529;0.428031
179;0.0340903;0.48962
180;0.0355127;0.438307
181;0.0350307;0.51647
182;0.0355813;0.483339
183;0.0371293;0.454995
184;0.0382103;0.495704
185;0.0382247;0.433035
186;0.0379843;0.487401
187;0.037177;0.443065
188;0.0378887;0.468573
189;0.037172;0.439411
190;0.0387903;0.507238
191;0.038587;0.451791
192;0.0396623;0.47232
193;0.04103;0.50214
194;0.0427913;0.488172
195;0.0430087;0.42483
196;0.0439477;0.474552
197;0.0446867;0.447218
198;0.0445043;0.465219
199;0.044432;0.491098
200;0.0450113;0.478156
